review_text,user_score,recommendation,review_date,entity,series_component,series_id,review_id,page_number
"This anime has a disastrous montage. Burn The Witch is anything but a movie. The biggest problem that prevents any internal logic is the way it was distributed by Crunchyroll. The movie was perforated like a seasonal anime, and the transition between the 3 episodes is disastrous, the narrative tone of each episode gives the feeling that the story is going to be much bigger than it really is. In the little show time we have, the anime tries to develop an internal problem that doesn't work or just doesn't matter, and tries to assimilate that with a drama of some characters that does not move. When I finished watching, it got that feeling of something unfinished. It can even be a very rich anime visually, but it does not explore any of this, the anime universe is very artificial, it seems that the characters were taken from another world, and played there in the middle. To conclude, Burn The Witch was not able to enchant at any time thanks to the efforts of the filmmakers who seem to me to have prioritized a visual part without correctly assimilating it as the work's unity.",5,Mixed Feelings,"Oct 1, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_aaf851ef92,1
"Well, this movie was nice to watch. It really brought back that Bleach nostalgia. While I can't even to begin to express how glad I am that I could experience Burn The Witch immediately as it released, it wasn't a flawless masterpiece. It tried to tell way too much story that could naturally fit in a one hour movie. The world building wasn’t as strong as it could have been. If only this movie had an extra 20-30 minutes to its runtime, like a normal length animated feature, it would have flowed a lot smoother and could have fleshed out the characters and world a bit more. Some things weren't explained fully and the characters didn't have enough time to become fully developed. This is especially true for Balgo, who is easily the flattest and least interesting character in the movie. There is a moment at the end of the movie where two characters hug (sort of), and it feels so random and comes so out of nowhere, that you would think that there actually was a prequel movie to this, since nothing in the movie made it seem like they were on hugging terms. Another flaw I would give this movie would go to the animation team at studio Colorido. While the fight scenes were well animated for the most part, a lot of the still frames felt stiff. While that may seem like an obvious thing to say, it felt stiffer than most still frames feel. Some of the CG was off-putting as well, but most of the CGI was integrated well. Now for the positives, as I said before, the action scenes were well animated for the most part. They were very slickly and stylishly animated and the CGI was integrated well most of the time. The Marchen (legendary dragon) was animated nicely as well. The entire backstory scene with Macy and Elly was presented wonderfully. The ED song was nice and the soundtrack fit. The voice cast was all solid as well. Most of the cast had great designs. The character designs were very Bleach-like and they looked great in this setting. Also, it is just nice to see the Bleach references and to just be back in the world of Bleach. The main characters, Noel and Ninny, are really likable (even if not fully developed), and they really had a natural and believable chemistry between them. This movie was enjoyable, although I went in to the movie already loving it, so I have a bias. That being said, I think that non-Bleach fans will have a harder time enjoying it than Bleach fans. There will probably be more animated Burn The Witch content down the road, so it will be interesting to see where the series goes from here. All in all, an 8 out of 10.",8,Recommended,"Oct 1, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_272fddb1a8,1
"Burn the witch made me feel like I was watching the 6th episode (and only the 6th episode) in a 12 episode series. The first part of the anime jumps straight into action with minimal information. We get about 2 minutes of the anime establishing the setting, another 2 minutes of vague implications about who and what people are, and then all of a sudden we’re fighting dragons in the middle of the street. The lack in background isn’t so bad that you can’t follow what’s going on, but the anime would have been a million times better if everything had been laid out properly before the plot started escalating (which is how stories usually work). On a positive note, I thought the sounds were amazing. The greatest selling point of this anime would probably be the background music which fit the scenes very well. The music had a magical vibe that was perfect for the plot. It was also very innovative since it combined different kinds of sounds: modern sounds, orchestral sounds, and even some really cool vocals. I enjoyed the effects and outro too. 5/10",5,Mixed Feelings,"Oct 1, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_881af0dfbb,1
"Oh my, the time has finally come for Burn the Witch, a much-anticipated movie constantly advertised by your favorite streaming site: Crunchyroll. I can best describe this movie as average and enjoyable. In fact, I can't even call this a movie, maybe an OVA would better describe it. Let me start off with the first thing that greets you when you watch an anime, the animation. I must say Studio Colorido has done a great job at animating this movie, the fight scenes are visually pleasing and the movements are fluid, there's no sign of shoddy work done by a bunch of underpaid chumps. Although some frames felt a bit jagged and stiff, great work! I will also praise the character designs which fit perfectly into the setting. Now onto the story and let me say this again, it's nothing special. Just your average shounen anime, fights, drama, and bam that's that. Although they did a decent job explaining the backstories everything just felt a bit rushed, if this movie was maybe 30-50 minutes longer, they could've executed this a bit better. MC's are likable, nothing special, there's chemistry but at the same time it doesn't feel as fully built as it should be, the ending scene seemed completely out of place. Then there's Balgo, who is so damn bland, so boring that even some plain tart from Yogurtland had more ""spice."" I understand there wasn't much material to work with, but everything felt extremely rushed. In summation, Burn the Witch is an enjoyable movie, albeit with no depth in any way. Visually rich but falls short when you take the story into account. Nothing more than your average shounen anime as I previously stated. 5/10",5,Mixed Feelings,"Oct 1, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_79c2b0ff16,1
"Holy mother of kino. I completely expected a soulless cashgrabbing garbage to fund Bleach 2021, but I was absolutely surprised. Burn the Witch is the only anime I didn't drop at episode 1 in 2020, and not because other shows this year were absolutely horrible, they were, but Burn the Witch is so god damn good. Let's get this out of the way. I am a fan of Bleach, been one for some 12 years now. But these 3 episodes, or should I say, 1 movie, took me in way faster than anything Bleach EVER did. Interesting characters? Check. Amazing power system? Check. Amazing animation? Check. Bleach references? Check. Kubo once again showed why he is a master of character design, if not story telling at least. But BTW GENUINELY has a great premise. The series fully deserves to be completely adapted, and I can easily see it overcoming Bleach, in both quality and popularity. To keep this short, it's an amazing watch, doesn't even matter if you saw/read Bleach or not. This movie is absolute quality of the highest standard, and it is surprising it comes from a hack like Kubo, who butchered the ending of Bleach. Give it a watch, for sure.",10,Recommended,"Oct 1, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_d199fdb211,1
"What you need to know about this movie is that this is only season 1, which most people seem to not be aware of. There will be a season 2 for the manga which will more than likely be animated as well. On the production side, there is nothing to complain about. The animation is totally smooth and nowhere does it ever drop in quality. The ED theme is beautiful. The sound designer didn't do that annoying thing where they just added a ton of bass to every explosion/hit and crunched it. The comedy was on point, the character designs are all unique, the voices fit every character to a tee. Good job Studio Colorido. The plot for this first arc was very clear and concise. Every character had a unique personality nor did they seem cookie cutter. Season 1 did an excellent job of providing a foundation for the chapters to come. The viewer immediately gets a sense of the world the characters live in and its rules. Despite its short run time, I totally felt the emotions of certain characters and have become attached to quite a few that aren't the protagonists. There's just too many good things to say about Kubo's BTW and Studio Colorido. Stan Noel.",10,Recommended,"Oct 2, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_667ed46cc2,1
"For those of you - like me - who have never watched Bleach, I wouldn't pay too much attention to the fans who are saying ""non-fans might not enjoy it."" Perhaps Burn The Witch makes some references that went completely over my head as a non-fan, but there wasn't a single moment that I felt like I was out of the loop. Sure, the story suffers from being so short - time constraints mean having to dump the viewer right in the middle of the action. I agree with the criticisms that say this feels like a 12 episode show and we're starting on episode 4, but I think overall they did a good job of establishing relationships, each character's personality & motivations, and a pretty significant amount of worldbuilding in just 1 hour. Everything left me wanting more, and I PRAY that one day this gets picked up as a full series, even if it gets handed off from the author to a studio for them to make their own thing out of it. (Maybe it wouldn't be as good then, maybe it would be best to keep the author on as a director/helper in the script department or whatever, I'm just hypothesising here after all...) Animation was top notch, and they really got the ""feel"" of central London down pretty well. In fact the only other show I recall getting it close to spot-on is Princess Principal. (Even Magus Bride's rendition feels kind of one-dimensional and fictional/idealized, though that one gets praised a lot. But I mean that's just my own opinion.) The OST was pretty sparse overall but what *was* there was great. I actually need to do a quick re-watch because there was one song in there somewhere that I liked a lot... My overall scoring:- Story: 8 Art: 10 Sound: 9 Character: 8 Enjoyment: 9 Overall: 9",9,Recommended,"Oct 3, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_e2c7d22074,1
"I gotta say,Kubo sensei really did a solid job with this one. Being a Bleach fanboy,anything from Tite Kubo goes into my watchlist without me giving it a second thought. ""Burn the Witch"" was no exception in this case. When the one-shot came out,I didn’t really feel the urge to get into it. But after the serialization,I got the drive force to give the manga and the adaptation a try and it sure as hell didn’t disappoint me. In simple terms,I would say,""Burn the Witch"" felt like an anime version of J.K. Rowling's Fantastic Beasts(Hey,Harry Potter fans! Did I catch your attention with that?). But,firstly,let me clear up the confusion you’re in right now of whether this is a sequel to Bleach or is it a seperate story. It doesn’t directly involve the characters from Bleach but it does occur in the same universe. Ok.Let's get into it. The show does feel a lot like Bleach as the characters are a lot similar. But it actually works and doesn’t feel like a repetive out of place setup. The basic concepts are pretty much the same. MC is a human,he gets involved with an other worldly girl with powers and the girl is a part of a police force that supervises the control of other creatures in her reality. It does have fun characters and the story itself is interesting. Although,I would've loved to see more of the story as a one hour movie kind of felt short as it's set up in the universe of a long running anime. The animation wasn’t top notch throughout the whole thing but it's still pretty solid. The fights were perfectly done with great animation and amazing sound effects. Athough,One of the negative points this show has is that it might not be appealing to someone who's not familiar with stories from Kubo as this one attracted Bleach fans the most. If you haven’t watched it yet,step back as I'm about to spoil the story now- Earlier in the review,I did mention about this show being a lot like Fantastic Beats. So,let's look into that. Instead of the Obscurus,we have a featherless chicken that turns into a disney princess after losing contact with it's owner(I said that because it's name was Cinderella after the transformation). In case of the characters,Balgo feels like a blend of Ichigo and Kon,Noel feels like a fusion of Orihime and Unohana,Ninny feels like a combination of Hiyori and Yoruichi and Bruno is like a mixture between Grimjow and Bazz B. I liked Noel's tsundere act at the end and the Bleach logo inside the Burn the Witch logo was definitely clever. In conclusion,it's a solid and entertaining show and I would definitely recommend giving it a try.",8,Recommended,"Mar 14, 2021",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_8ee8f54288,1
"Man, people out here judging this anime for being a lackluster ""1 hour montage"" judging it as if it was a one shot movie. This is not the end of the story, the manga is getting a continuation and I'm totally into this story and hoping for way, way more. The fantasy dragon bleach-esque setting is really cool, the characters are all very enjoyable to watch and they have so much depth to the character design. The author has obviously put a lot of thought into this world and I'm looking forward to see much more of it. Studio Colorido did a great job with the animation, the art style is fantastic as well. Really hope they make more of this!",8,Recommended,"Oct 2, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_d1cd11f39b,1
"I'm not the type of person who gets into every single detail and I'm also not really good at writing reviews so please don't come at me (pls). Story: It just has your usual find a problem, fix it, then there's another problem and at least one character has the desire to fix it all on their own but is backed up by the main crew later on. Also has your typical higher-up people who are like, ""We're gonna take care of it, stay out of our way!"" and one of the main characters (or just one, but we have a duo) is like, ""Nope, can't do!"" and goes all out to be a hero in the end. I think we've all seen these scenarios and the anime directors seem to can't get enough of it, so they don't wanna try to be original. If you're gonna use this scenario, I always hope it's at least interesting and unique from the others and this anime got off the hook with it, but barely passed. Art: It looks like a typical anime design (and it is), but they kept it clean and consistent, even during the fighting animations. I really like how each character looks the best rather than the scenery. The scenery barely changed throughout the movie anyway. But I like the designs and the dragon designs were nice as well. Job well done. Sound: I don't really pay attention to OSTs, but they have to be unique and good for me to notice it and even start listening to it. If I like an opening/ending, it has to be good. The ending of the first two eps were okay, but the ending on the last ep really got me jamming. So my score is a 7 just because of that ending. Character: This movie did a good job including all the typical characters: loud and determined one, reserved and follows the rules, the pervert, the one who cares about people, and the reckless with the most self confidence. I'm not gonna say who's which because I don't want to put any spoilers, but at least every character was likeable (for me, at least). Enjoyment: I actually really liked it, even though it was such a basic anime. If a basic anime goes right, it actually turns out to be really good. The plot itself was definitely not interesting, but the animation and characters made up for some of it. Overall: I'm not picky when it comes to watching anime and if you look at my list, you can tell I don't really give any bad ratings. Most of the bad ratings are in my dropped list, but when it comes to watching till the end, it shows that I enjoyed it some way. I know a lot of people thought it was just average and nothing special, but if you're looking for a refresher, this anime might just do the trick.",8,Recommended,"Oct 5, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_48be98e374,1
